country,wave,EV_voice,PerSti,CWI,PerDem,PerFai,FinSat,PerHea,Happiness,
Latvia,1994-1999,0.3322094957983212,,0.3777865322878692,,,0.29101416853094825,0.5635451505016722,0.5699653979238765,
Latvia,1999-2004,0.3499150870010276,,0.3777865322878692,,,,,0.5304868154158251,
Latvia,2005-2007,,,,,,,,,
S. Korea,1989-1993,0.3430969404186806,,0.32946655307431405,,,0.5272629599785128,,0.6157287278854252,
S. Korea,1994-1999,0.2935054939759048,,0.32946655307431405,,,0.5211191821361325,0.7323717948717948,0.6604006410256387,
S. Korea,1999-2004,0.3145497076023397,,0.32946655307431405,,,0.5323326725195884,0.7260416666666667,0.6463833333333322,
S. Korea,2005-2007,0.30089395659432483,0.41583200723891595,0.32946655307431405,0.6037037037037037,0.6273148148148179,0.523399128903716,0.7397916666666666,0.6644916666666648,
Mexico,1989-1993,0.44724549723756957,,0.17381363778701026,,,0.5721008897713081,0.7125331564986738,0.645102179836512,
Mexico,1994-1999,0.43674000863930856,,0.17381363778701026,,,0.6863814719111988,0.6540350128095644,0.6359965635738865,
Mexico,1999-2004,0.4512831340206201,,0.17381363778701026,,,0.6251950947603152,0.7045751633986929,0.8276165462902182,
Mexico,2005-2007,0.5001830104712058,0.49971436732362234,0.17381363778701026,0.6190156599552598,0.5890441339543158,0.6815300546448145,0.7070739549839228,0.8268146718146752,
Moldova,1989-1993,,,,,,,,,
Moldova,1994-1999,0.26802399181166836,,0.32109739698867984,,,0.22857791397117327,0.5083926754832147,0.46093525179856226,
Moldova,1999-2004,0.2823749540347292,,0.32109739698867984,,,0.3411738351254489,0.5044910179640718,0.5045760980592473,
Moldova,2005-2007,0.31925342939481344,0.40069545528060846,0.32109739698867984,0.4545761567038166,0.5220685111989465,0.4234780757769265,0.6322233104799216,0.4909556650246343,
Norway,1989-1993,0.4876523606557391,,0.591493468133554,,,0.6304679780831779,0.7593117408906883,0.7370802919707979,
Norway,1994-1999,0.5319400711743806,,0.591493468133554,,,0.6372607065324679,0.782608695652174,0.7413155555555528,
Norway,1999-2004,,,,,,,,,
Norway,2005-2007,0.5926050000000029,0.5367578633910293,0.591493468133554,0.7917215634607017,0.6978996626401175,0.7111111111111157,0.791219512195122,0.7723753665689125,
Serbia,1989-1993,,,,,,,,,
Serbia,1994-1999,0.28254004746835476,,,,,0.3303726924416577,0.625,0.5959794628751988,
Serbia,1999-2004,0.2653567823878075,,,,,0.31828316610925395,0.6369346733668342,0.6062701784197128,
Serbia,2005-2007,0.3208617153284681,0.5005359056806001,,0.46473265073947695,0.36911487758945344,0.42021720969089366,0.6520661157024793,0.558629100084108,
Nigeria,1989-1993,0.354936028084254,,0.08437509812030383,,,0.5016224683898393,0.7706653225806451,0.6566666666666693,
Nigeria,1994-1999,0.3433406552419355,,0.08437509812030383,,,0.519627749576989,0.7634489693313222,0.757312531454461,
Nigeria,1999-2004,0.33914000000000094,,0.08437509812030383,,,0.5868227277722868,0.8686293913904007,0.857304648862519,
Nigeria,2005-2007,,,,,,,,,
Peru,1989-1993,,,,,,,,,
Peru,1994-1999,0.42726120033812504,,0.1741624341417602,,,0.45743879472693133,0.6445733222866611,0.6315154038301452,
Peru,1999-2004,0.4860843155765353,,0.1741624341417602,,,0.45618363989831057,0.644,0.6481041388518043,
Peru,2005-2007,0.4776906721536368,0.4893447293447283,0.1741624341417602,0.508624708624709,0.5077591558038494,0.5203579418344523,0.6285,0.6449296718017439,
Poland,1989-1993,0.3927867637877225,,0.5044951421736344,,,0.4283746556473838,0.5638461538461539,0.5367050691244263,
Poland,1994-1999,0.36945275953859874,,0.5044951421736344,,,0.3745394609268964,0.5590790616854909,0.6676069868995615,
Poland,1999-2004,0.3523232122370974,,0.5044951421736344,,,,,0.6120930232558144,
Poland,2005-2007,0.44940995893223856,0.47222222222222193,0.5044951421736344,0.5239306918696244,0.40282422891118663,0.4589371980676338,0.6472945891783567,0.6993430656934316,
Romania,1989-1993,0.3146678651685417,,0.3976710462510877,,,0.4495041489577016,0.5988213961922031,0.5375589836660638,
Romania,1994-1999,0.31561314845024585,,0.3976710462510877,,,0.31580849141824796,0.6380355699272433,0.5118949958982798,
Romania,1999-2004,0.32239533396049214,,0.3976710462510877,,,,,0.4589086069210321,
Romania,2005-2007,0.2535990156062442,0.4525958750478693,0.3976710462510877,0.534311670160728,0.4300285597715227,0.41996340463120635,0.6228861330326945,0.5139818491208176,
Russia,1989-1993,0.32445716409984127,,0.34273820019032636,,,0.4422384767212354,0.5250783699059561,0.509943502824862,
Russia,1994-1999,0.24367955621301932,,0.34273820019032636,,,0.2557744937055285,0.5006139489194499,0.4943056943056965,
Russia,1999-2004,0.28217074926747726,,0.34273820019032636,,,,,0.4728506787330349,
Russia,2005-2007,0.23821314741036023,0.45424576308686304,0.34273820019032636,0.3749846870023267,0.486649440137813,0.4133244577578079,0.5906280909990109,0.5837120822622125,
Slovakia,1989-1993,0.33640869406392804,,0.4611715941153883,,,0.40842707716597615,0.60375226039783,0.5350652985074649,
Slovakia,1994-1999,0.3253975322283613,,0.4611715941153883,,,0.40380894184743926,0.6236288848263254,0.5775551470588267,
Slovakia,1999-2004,0.3110837674037728,,0.4611715941153883,,,,,0.5750230061349696,
Slovakia,2005-2007,,,,,,,,,
Slovenia,1989-1993,0.4514718602261068,,0.5208527120968656,,,0.4078776041666669,0.5712209302325582,0.5367444219066967,
Slovenia,1994-1999,0.5197386558044818,,0.5208527120968656,,,0.48477777777777825,0.5906156901688183,0.6124148296593213,
Slovenia,1999-2004,0.45151528421053033,,0.5208527120968656,,,,,0.6325740551583274,
Slovenia,2005-2007,0.5247125000000019,0.6104355928255298,0.5208527120968656,0.5367251461988315,0.5036817232662942,0.5873169681309233,0.6606280193236715,0.6508317025440337,
S. Africa,1989-1993,0.3717140044742735,,0.14816679251011855,,,0.49522987087754433,0.7560863150129103,0.652006639616393,
S. Africa,1994-1999,0.33798638696255123,,0.14816679251011855,,,0.4199855452850993,0.7466757586089329,0.7154321831226597,
S. Africa,1999-2004,0.35145704873949424,,0.14816679251011855,,,0.45415318230852136,0.8091424758091424,0.7362570951586036,
S. Africa,2005-2007,0.37691109158499253,0.4768291946105974,0.14816679251011855,0.7056187521544435,0.5367019460566786,0.5552548488949098,0.7861092493297587,0.7414472800537315,
Spain,1989-1993,0.5264473786906166,,0.37487378541287397,,,0.58112505811251,0.6535523763336566,0.678286275472612,
Spain,1994-1999,0.4743325106382998,,0.37487378541287397,,,0.5156813766305864,0.7030603804797353,0.6774647887323929,
Spain,1999-2004,0.48154206375839015,,0.37487378541287397,,,0.5849318876841819,0.7211857379767828,0.6812312811980005,
Spain,2005-2007,0.45482883959044573,0.40055785051018705,0.37487378541287397,0.7130885122410574,0.46331784746418986,0.5434377330350489,0.7387123745819398,0.6771189279731962,
Sweden,1989-1993,0.514904606413995,,0.566780563209489,,,0.6644252321485778,0.8032118887823586,0.7842581888246603,
Sweden,1994-1999,0.5039850898203588,,0.566780563209489,,,0.5839973439575039,0.778692614770459,0.7761785356068187,
Sweden,1999-2004,0.5502264087301615,,0.566780563209489,,,,,0.7582213438735159,
Sweden,2005-2007,0.5490392964824147,0.6140003878223779,0.566780563209489,0.7232895180316867,0.6838810641627574,0.6732156732156759,0.7749252243270189,0.7901898101898084,
Turkey,1989-1993,0.35872572008113623,,0.23737365374605812,,,0.4544368415336171,0.675,0.6883528265107217,
Turkey,1994-1999,0.3360258810926628,,0.23737365374605812,,,0.47380116959064505,0.6825459317585302,0.7861732283464659,
Turkey,1999-2004,0.3874902220228648,,0.23737365374605812,,,0.3653223432440378,0.6802239905688181,0.6331292073832635,
Turkey,2005-2007,0.310907864150945,0.46332138590203054,0.23737365374605812,0.54671520194141,0.411009793988517,0.5541469881514628,0.6881058911260254,0.7255762081784343,
U.K.,1989-1993,0.5196835964310245,,0.7057825936804965,,,0.6054421768707517,0.7515182186234818,0.7445590230664836,
U.K.,1994-1999,0.4884034400731944,,0.7057825936804965,,,,,0.7331897341888165,
U.K.,1999-2004,,,0.7057825936804965,,,,,,
U.K.,2005-2007,0.5744330460333025,0.5348305752561079,0.7057825936804965,0.6013468013468023,0.5571768266320806,0.6308174063276117,0.7439903846153846,0.8054379210779571,
U.S.A.,1989-1993,0.4723967513812167,,0.5173004266761836,,,0.6510018214936306,0.7802452316076294,0.7557705099778352,
U.S.A.,1994-1999,0.5164913481675403,,0.5173004266761836,,,0.6176938657407429,0.7769830949284785,0.795722656250002,
U.S.A.,1999-2004,0.5084779044425831,,0.5173004266761836,,,0.612176814011678,0.8062969140950792,0.7733053691275125,
U.S.A.,2005-2007,0.3888118927701062,0.5582131750070679,0.5173004266761836,0.5991431498556423,0.5310948641574161,0.5533928088672626,0.7600160256410257,0.7547435897435857,
